project,amt_2024_actual,amt_2025_approved,amt_2025_revised,amt_2025_perf,amt_2026_approved,amt_2026_tag_climate,amt_2026_tag_nutrition,source_page,page_y_top,page_y_bottom,mda_code,mda_name,economic_code,economic_name,function_code,function_name,location_code,location_name,program_code,program_name
Procurement Of One Student Shuttle Toyota Bus for The College Of Health Technology,0.0,20000000.0,20000000.0,0.0,17000000.0,0.0,0.0,223,0.70997,0.72794,052110700100,BORNO STATE COLLEGE OF HEALTH TECHNOLOGY,23010108,PURCHASE OF BUSES,70941,FIRST STAGE OF TERTIARY EDUCATION,20842800,State wide,04040124005902,Pre-service training
"Procurement Of 4Nos. Of Executive Tables, Executive Chairs, 5Nos. Of Semi Executive Tables And Executive Chairs for The College Of Health Technology.",0.0,7000000.0,7000000.0,6980000.0,7000000.0,0.0,0.0,223,0.71814,0.73611,052110700100,BORNO STATE COLLEGE OF HEALTH TECHNOLOGY,23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,70941,FIRST STAGE OF TERTIARY EDUCATION,20822100,MAIDUGURI METRO,04040124006002,Pre-service training
Procurement Of 3Nos. Of Hp Pavillion core i5 Laptops for The College Of Health Technology.,0.0,10000000.0,10000000.0,2283500.0,4000000.0,0.0,0.0,223,0.72549,0.74346,052110700100,BORNO STATE COLLEGE OF HEALTH TECHNOLOGY,23010113,PURCHASE OF COMPUTERS,70941,FIRST STAGE OF TERTIARY EDUCATION,20822100,MAIDUGURI METRO,04040124006102,Pre-service training
Procurement Of 2Nos. Of Hp LR500 3 In 1 Printers for The College Of Health Technology.,0.0,3000000.0,3000000.0,1220000.0,2000000.0,0.0,0.0,223,0.73366,0.75163,052110700100,BORNO STATE COLLEGE OF HEALTH TECHNOLOGY,23010114,PURCHASE OF COMPUTER PRINTERS,70941,FIRST STAGE OF TERTIARY EDUCATION,20822100,MAIDUGURI METRO,04040124006202,Pre-service training
Procurement Of 2Nos. Of Sharp MD200 Brand Photocopying Machines for The College Of Health Technology.,0.0,3000000.0,3000000.0,120500.0,0.0,0.0,0.0,223,0.74183,0.7598,052110700100,BORNO STATE COLLEGE OF HEALTH TECHNOLOGY,23010115,PURCHASE OF PHOTOCOPYING MACHINES,70941,FIRST STAGE OF TERTIARY EDUCATION,20822100,MAIDUGURI METRO,04040124006302,Pre-service training
Procurement Of 2 No of solar inverter set for The College Of Health Technology.,0.0,5000000.0,5000000.0,0.0,0.0,0.0,0.0,223,0.75,0.76797,052110700100,BORNO STATE COLLEGE OF HEALTH TECHNOLOGY,23010119,PURCHASE OF POWER GENERATING SET,70941,FIRST STAGE OF TERTIARY EDUCATION,20822100,MAIDUGURI METRO,04040124006502,Pre-service training
"Purchase Of Diagnostic, Surgical Instruments And Other Medical Equipment for The College Of Health Technology.",0.0,2000000.0,2000000.0,1477000.0,2000000.0,0.0,0.0,223,0.75817,0.77614,052110700100,BORNO STATE COLLEGE OF HEALTH TECHNOLOGY,23010122,PURCHASE OF HEALTH / MEDICAL EQUIPMENT,70941,FIRST STAGE OF TERTIARY EDUCATION,20822100,MAIDUGURI METRO,04040124006602,Pre-service training
Procurement Of Books & Equipment for The College Of Health Technolog.,0.0,5000000.0,5000000.0,350000.0,20000000.0,0.0,0.0,223,0.76634,0.78431,052110700100,BORNO STATE COLLEGE OF HEALTH TECHNOLOGY,23010125,PURCHASE OF LIBRARY BOOKS & EQUIPMENT,70941,FIRST STAGE OF TERTIARY EDUCATION,20822100,MAIDUGURI METRO,04040124006702,Pre-service training
Procurement Of Sets of security equipment for The College Of Health Technology.,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,223,0.77369,0.79167,052110700100,BORNO STATE COLLEGE OF HEALTH TECHNOLOGY,23010128,PURCHASE OF SECURITY EQUIPMENT,70941,FIRST STAGE OF TERTIARY EDUCATION,20822100,MAIDUGURI METRO,04040124006802,Pre-service training
Procurement Of Dance Sport And Handball for The College Of Health Technology.,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,223,0.78186,0.79984,052110700100,BORNO STATE COLLEGE OF HEALTH TECHNOLOGY,23010130,PURCHASE OF RECREATIONAL FACILITIES,70941,FIRST STAGE OF TERTIARY EDUCATION,20822100,MAIDUGURI METRO,04040124006902,Pre-service training
Construction Of Infrastructures at College of Health Technology Maiduguri.,0.0,10000000.0,10000000.0,9421000.0,204000000.0,0.0,0.0,223,0.79003,0.80801,052110700100,BORNO STATE COLLEGE OF HEALTH TECHNOLOGY,23020118,CONSTRUCTION / PROVISION OF INFRASTRUCTURE,70941,FIRST STAGE OF TERTIARY EDUCATION,20822100,MAIDUGURI METRO,04040124007002,Pre-service training
Rehabilitation and Repairs Of 4Nos. Of Boreholes In The College of Health Technology.,0.0,2500000.0,2500000.0,1482000.0,3000000.0,0.0,0.0,223,0.7982,0.81618,052110700100,BORNO STATE COLLEGE OF HEALTH TECHNOLOGY,23030104,REHABILITATION / REPAIRS - WATER FACILITIES,70631,WATER SUPPLY,20822100,MAIDUGURI METRO,04040124007102,Pre-service training
Rehabilitation Of Offices at The College of Health Technology Maiduguri main office.,0.0,5000000.0,5000000.0,3736000.0,4000000.0,0.0,0.0,223,0.80637,0.82435,052110700100,BORNO STATE COLLEGE OF HEALTH TECHNOLOGY,23030121,REHABILITATION / REPAIRS OF OFFICE BUILDINGS,70611,HOUSING DEVELOPMENT,20822100,MAIDUGURI METRO,04040124007202,Pre-service training
Rehabilitation Of ICT Centers at The College of Health Technology Maiduguri main office.,0.0,2000000.0,2000000.0,0.0,2000000.0,0.0,0.0,223,0.81454,0.83252,052110700100,BORNO STATE COLLEGE OF HEALTH TECHNOLOGY,23030127,REHABILITATION/REPAIRS- ICT INFRASTRUCTURES,70941,FIRST STAGE OF TERTIARY EDUCATION,20822100,MAIDUGURI METRO,04040124007302,Pre-service training
Erosion & Flood Control In The College of Health Technology. main campus,0.0,3000000.0,3000000.0,1965000.0,3000000.0,0.0,0.0,223,0.8219,0.83987,052110700100,BORNO STATE COLLEGE OF HEALTH TECHNOLOGY,23040102,EROSION & FLOOD CONTROL,70941,FIRST STAGE OF TERTIARY EDUCATION,20822100,MAIDUGURI METRO,04040124007402,Pre-service training
Research And Development is carried out to improve quality control and to provide effective and efficient service delivery,0.0,5000000.0,5000000.0,970000.0,1000000.0,0.0,0.0,223,0.83007,0.84804,052110700100,BORNO STATE COLLEGE OF HEALTH TECHNOLOGY,23050101,RESEARCH AND DEVELOPMENT,70941,FIRST STAGE OF TERTIARY EDUCATION,20822100,MAIDUGURI METRO,04040124000202,Pre-service training
Acquisition Of Accounting Software for The College Of Health Technology.,0.0,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,223,0.83824,0.85621,052110700100,BORNO STATE COLLEGE OF HEALTH TECHNOLOGY,23050102,COMPUTER SOFTWARE ACQUISITION,70941,FIRST STAGE OF TERTIARY EDUCATION,20822100,MAIDUGURI METRO,04040124000302,Pre-service training
Monitoring And Evaluation is carried of out to increase and improve the level of staff performance in the college,0.0,30000000.0,30000000.0,6979000.0,40000000.0,0.0,0.0,223,0.84641,0.86438,052110700100,BORNO STATE COLLEGE OF HEALTH TECHNOLOGY,23050103,MONITORING AND EVALUATION,70941,FIRST STAGE OF TERTIARY EDUCATION,20842800,State wide,04040124000402,Pre-service training
"Celebrations of Eid fitr, Eid kabir, Christmas and Easter across the 27 LGAs in the State",0.0,1000000.0,1000000.0,750000.0,1000000.0,0.0,0.0,223,0.85458,0.87255,052110700100,BORNO STATE COLLEGE OF HEALTH TECHNOLOGY,23050104,ANNIVERSARIES/CELEBRATIONS,70941,FIRST STAGE OF TERTIARY EDUCATION,20842800,State wide,04040124000802,Pre-service training
Capacity building to student activities in various department within jere lga,0.0,10000000.0,10000000.0,3578000.0,10000000.0,0.0,0.0,223,0.86275,0.88072,052110700100,BORNO STATE COLLEGE OF HEALTH TECHNOLOGY,23050130,HUMAN CAPITAL DEVELOPMENT,70941,FIRST STAGE OF TERTIARY EDUCATION,20822100,MAIDUGURI METRO,04040124000902,Pre-service training
Acquisition Of Accounting Software for The College Of Health Technology.,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,223,0.87092,0.88889,052110700100,BORNO STATE COLLEGE OF HEALTH TECHNOLOGY,23020127,CONSTRUCTION OF ICT INFRASTRUCTURES,70941,FIRST STAGE OF TERTIARY EDUCATION,20822100,MAIDUGURI METRO,04040126004802,Pre-service training
Rehabilitation Of 1 No of Power Generating Set (30Kva) For The Drug Agency,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,223,0.87827,0.89624,052110700100,BORNO STATE COLLEGE OF HEALTH TECHNOLOGY,23030125,REHABILITATION/REPAIRS- POWER GENERATING PLANTS,70435,ELECTRICITY,20822100,MAIDUGURI METRO,04040126004902,Pre-service training
Repairs Of Infrastructures within the Agency,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,223,0.88644,0.90441,052110700100,BORNO STATE COLLEGE OF HEALTH TECHNOLOGY,23030128,REHABILITATION/REPAIRS OF INFRASTRUCTURES,70941,FIRST STAGE OF TERTIARY EDUCATION,20822100,MAIDUGURI METRO,04040126005002,Pre-service training
Repairs of Heavy machineries for The College Of Health Technology.,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,223,0.89461,0.91258,052110700100,BORNO STATE COLLEGE OF HEALTH TECHNOLOGY,23030129,REPAIRS OF EQUIPMENT AND MACHINERIES,70941,FIRST STAGE OF TERTIARY EDUCATION,20822100,MAIDUGURI METRO,04040126005102,Pre-service training
Construction Of Ongoing State Teaching Hospital In Maiduguri LGA.,0.0,10217250000.0,200000000.0,2708564473.76,1893250000.0,0.0,0.0,224,0.11438,0.13235,052100800100,BORNO STATE KASHIM IBRAHIM UNIVERSITY TEACHING HOSPITAL (KIUTH),23020106,CONSTRUCTION / PROVISION OF HOSPITALS / HEALTH CENTRES,70732,SPECIALIZED HOSPITAL SERVICES,20821600,KONDUGA,04030124002903,"Reproductive, maternal and neonatal health"
Purchase Of 8Nos of Executive Tables And 16 Excutive Chairs State Teaching Hospital In Maiduguri,1488901384.69,3800000000.0,250000000.0,1800000.0,2000000000.0,0.0,0.0,224,0.12255,0.14052,052100800100,BORNO STATE KASHIM IBRAHIM UNIVERSITY TEACHING HOSPITAL (KIUTH),23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,70732,SPECIALIZED HOSPITAL SERVICES,20821600,KONDUGA,04030125000103,"Reproductive, maternal and neonatal health"
Procurement of 100Nos of beds at State Teaching Hospital In Maiduguri LGA.,0.0,8537321000.0,100000000.0,29083000.0,1069610000.0,0.0,0.0,224,0.13072,0.14869,052100800100,BORNO STATE KASHIM IBRAHIM UNIVERSITY TEACHING HOSPITAL (KIUTH),23010122,PURCHASE OF HEALTH / MEDICAL EQUIPMENT,70732,SPECIALIZED HOSPITAL SERVICES,20821600,KONDUGA,04030125000203,"Reproductive, maternal and neonatal health"
Procurement Of One Toyota Hilux 2020 to the teaching hospital,0.0,0.0,100000000.0,0.0,1017000000.0,0.0,0.0,224,0.13889,0.15686,052100800100,BORNO STATE KASHIM IBRAHIM UNIVERSITY TEACHING HOSPITAL (KIUTH),23010105,PURCHASE OF MOTOR VEHICLES,70732,SPECIALIZED HOSPITAL SERVICES,20821600,KONDUGA,04030126002903,"Reproductive, maternal and neonatal health"
Procurement Of Two toyota Camery 2021 to the teaching hospital,0.0,0.0,250000000.0,0.0,1017000000.0,0.0,0.0,224,0.14706,0.16503,052100800100,BORNO STATE KASHIM IBRAHIM UNIVERSITY TEACHING HOSPITAL (KIUTH),23010105,PURCHASE OF MOTOR VEHICLES,70732,SPECIALIZED HOSPITAL SERVICES,20821600,KONDUGA,04030126003003,"Reproductive, maternal and neonatal health"
Procurement of 3 18 seater Bus to the teaching hospital,0.0,0.0,100000000.0,243250.0,1026500000.0,0.0,0.0,224,0.15523,0.1732,052100800100,BORNO STATE KASHIM IBRAHIM UNIVERSITY TEACHING HOSPITAL (KIUTH),23010108,PURCHASE OF BUSES,70732,SPECIALIZED HOSPITAL SERVICES,20821600,KONDUGA,04030126003103,"Reproductive, maternal and neonatal health"
Procurement Of 14Nos. Of Hp pavillion core i7 Laptops in the teaching hospital,0.0,0.0,500000000.0,8433250.0,272770000.0,0.0,0.0,224,0.16258,0.18056,052100800100,BORNO STATE KASHIM IBRAHIM UNIVERSITY TEACHING HOSPITAL (KIUTH),23010113,PURCHASE OF COMPUTERS,70732,SPECIALIZED HOSPITAL SERVICES,20821600,KONDUGA,04030126003203,"Reproductive, maternal and neonatal health"
Procurement Of 16Nos. Of Hp MX400 3 In 1 Printers in the teaching hospital,0.0,0.0,250000000.0,1212250.0,42500000.0,0.0,0.0,224,0.17075,0.18873,052100800100,BORNO STATE KASHIM IBRAHIM UNIVERSITY TEACHING HOSPITAL (KIUTH),23010114,PURCHASE OF COMPUTER PRINTERS,70732,SPECIALIZED HOSPITAL SERVICES,20821600,KONDUGA,04030126003303,"Reproductive, maternal and neonatal health"
Procurement Of 2 No of solar inverter set in the teaching hospital.,0.0,0.0,200000000.0,4250000.0,690000000.0,0.0,0.0,224,0.17892,0.1969,052100800100,BORNO STATE KASHIM IBRAHIM UNIVERSITY TEACHING HOSPITAL (KIUTH),23010119,PURCHASE OF POWER GENERATING SET,70732,SPECIALIZED HOSPITAL SERVICES,20821600,KONDUGA,04030126003403,"Reproductive, maternal and neonatal health"
"Purchase Of Diagnostic, Surgical Instruments And Other Medical Equipment in the teaching hospital",0.0,0.0,150000000.0,0.0,1069610000.0,0.0,0.0,224,0.18709,0.20507,052100800100,BORNO STATE KASHIM IBRAHIM UNIVERSITY TEACHING HOSPITAL (KIUTH),23010122,PURCHASE OF HEALTH / MEDICAL EQUIPMENT,70732,SPECIALIZED HOSPITAL SERVICES,20821600,KONDUGA,04030126003503,"Reproductive, maternal and neonatal health"
Purchase Of 200 Nos of CCTV cameras To State Specialist Hospital in Maiduguri,0.0,0.0,100000000.0,0.0,51000000.0,0.0,0.0,224,0.19526,0.21324,052100800100,BORNO STATE KASHIM IBRAHIM UNIVERSITY TEACHING HOSPITAL (KIUTH),23010128,PURCHASE OF SECURITY EQUIPMENT,70732,SPECIALIZED HOSPITAL SERVICES,20821600,KONDUGA,04030126003603,"Reproductive, maternal and neonatal health"
Construction Of Health College of lab department in the teaching hospital,0.0,0.0,1000000000.0,0.0,1893250000.0,0.0,0.0,224,0.20343,0.22141,052100800100,BORNO STATE KASHIM IBRAHIM UNIVERSITY TEACHING HOSPITAL (KIUTH),23020106,CONSTRUCTION / PROVISION OF HOSPITALS / HEALTH CENTRES,70732,SPECIALIZED HOSPITAL SERVICES,20821600,KONDUGA,04030126003703,"Reproductive, maternal and neonatal health"
Construction Of Health College department in the teaching hospital,0.0,0.0,100000000.0,0.0,1507722000.0,0.0,0.0,224,0.21078,0.22876,052100800100,BORNO STATE KASHIM IBRAHIM UNIVERSITY TEACHING HOSPITAL (KIUTH),23020118,CONSTRUCTION / PROVISION OF INFRASTRUCTURE,70732,SPECIALIZED HOSPITAL SERVICES,20821600,KONDUGA,04030126003803,"Reproductive, maternal and neonatal health"
Construction Of Health College of library hall the teaching hospital,0.0,0.0,50000000.0,0.0,1507722000.0,0.0,0.0,224,0.21895,0.23693,052100800100,BORNO STATE KASHIM IBRAHIM UNIVERSITY TEACHING HOSPITAL (KIUTH),23020118,CONSTRUCTION / PROVISION OF INFRASTRUCTURE,70732,SPECIALIZED HOSPITAL SERVICES,20821600,KONDUGA,04030126003903,"Reproductive, maternal and neonatal health"
Construction Of Health College lacture threatre unit in the teaching hospital,0.0,0.0,100000000.0,0.0,2657722000.0,0.0,0.0,224,0.22712,0.2451,052100800100,BORNO STATE KASHIM IBRAHIM UNIVERSITY TEACHING HOSPITAL (KIUTH),23020118,CONSTRUCTION / PROVISION OF INFRASTRUCTURE,70732,SPECIALIZED HOSPITAL SERVICES,20821600,KONDUGA,04030126004003,"Reproductive, maternal and neonatal health"
Construction Of Health College of CBT department in the teaching hospital,0.0,0.0,0.0,0.0,2507722000.0,0.0,0.0,224,0.23529,0.25327,052100800100,BORNO STATE KASHIM IBRAHIM UNIVERSITY TEACHING HOSPITAL (KIUTH),23020118,CONSTRUCTION / PROVISION OF INFRASTRUCTURE,70732,SPECIALIZED HOSPITAL SERVICES,20821600,KONDUGA,04030126004103,"Reproductive, maternal and neonatal health"
Construction Of Health College of Health department in the teaching hospital,0.0,0.0,0.0,0.0,2507722000.0,0.0,0.0,224,0.24346,0.26144,052100800100,BORNO STATE KASHIM IBRAHIM UNIVERSITY TEACHING HOSPITAL (KIUTH),23020118,CONSTRUCTION / PROVISION OF INFRASTRUCTURE,70732,SPECIALIZED HOSPITAL SERVICES,20821600,KONDUGA,04030126004203,"Reproductive, maternal and neonatal health"
Human Capital Development is to be carried out to train and retrain staff of the college.,0.0,0.0,0.0,0.0,220000000.0,0.0,0.0,224,0.25163,0.26961,052100800100,BORNO STATE KASHIM IBRAHIM UNIVERSITY TEACHING HOSPITAL (KIUTH),23030104,REHABILITATION / REPAIRS - WATER FACILITIES,70631,WATER SUPPLY,20821600,KONDUGA,04030126004303,"Reproductive, maternal and neonatal health"
Procurement Of 2Nos. Of Sharp Scanners Brand Photocopying Machines For The Drug Agency,0.0,0.0,0.0,0.0,128500000.0,0.0,0.0,224,0.2598,0.27778,052100800100,BORNO STATE KASHIM IBRAHIM UNIVERSITY TEACHING HOSPITAL (KIUTH),23040101,TREE PLANTING,70732,SPECIALIZED HOSPITAL SERVICES,20821600,KONDUGA,04030126004403,"Reproductive, maternal and neonatal health"
Purchase Of 1 No of Power Generating Set (30Kva) For The Drug Agency,0.0,0.0,0.0,0.0,303750000.0,0.0,0.0,224,0.26716,0.28513,052100800100,BORNO STATE KASHIM IBRAHIM UNIVERSITY TEACHING HOSPITAL (KIUTH),23050102,COMPUTER SOFTWARE ACQUISITION,70732,SPECIALIZED HOSPITAL SERVICES,20821600,KONDUGA,04030126004503,"Reproductive, maternal and neonatal health"
Purchase Of Medical Equipment To State Specialist Hospital in Maiduguri,0.0,0.0,0.0,0.0,1069610000.0,0.0,0.0,224,0.27533,0.2933,052100800100,BORNO STATE KASHIM IBRAHIM UNIVERSITY TEACHING HOSPITAL (KIUTH),23010122,PURCHASE OF HEALTH / MEDICAL EQUIPMENT,70732,SPECIALIZED HOSPITAL SERVICES,20821600,KONDUGA,04030126004603,"Reproductive, maternal and neonatal health"
Procurement Of One Toyota Hilux 2020 Vehicle For The Drug Agency,0.0,97100000.0,97100000.0,0.0,20000000.0,0.0,0.0,224,0.31536,0.33333,052100900100,BORNO STATE DRUGS AND MEDICAL CONSUMABLES MANAGEMENT AGENCY (BODMA),23010105,PURCHASE OF MOTOR VEHICLES,70711,PHARMACEUTICAL PRODUCTS,20822100,MAIDUGURI METRO,04010325000102,Health sector coordination mechanisms
"Procurement Of 4Nos. Of Executive Tables, Executive Chairs, 5Nos. Of Semi Executive Tables And Executive Chairs For The Drug Agency",0.0,26762000.0,26762000.0,0.0,13400000.0,0.0,0.0,224,0.32353,0.3415,052100900100,BORNO STATE DRUGS AND MEDICAL CONSUMABLES MANAGEMENT AGENCY (BODMA),23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,70711,PHARMACEUTICAL PRODUCTS,20822100,MAIDUGURI METRO,04010325000202,Health sector coordination mechanisms
Procurement Of 14Nos. Of Hp pavillion core i7 Laptops For The Drug Agency,0.0,5486000.0,5486000.0,0.0,5000000.0,0.0,0.0,224,0.3317,0.34967,052100900100,BORNO STATE DRUGS AND MEDICAL CONSUMABLES MANAGEMENT AGENCY (BODMA),23010113,PURCHASE OF COMPUTERS,70711,PHARMACEUTICAL PRODUCTS,20822100,MAIDUGURI METRO,04010325000302,Health sector coordination mechanisms
Procurement Of 16Nos. Of Hp MX400 3 In 1 Printers For The Drug Agency,0.0,1524000.0,1524000.0,0.0,1160000.0,0.0,0.0,224,0.33987,0.35784,052100900100,BORNO STATE DRUGS AND MEDICAL CONSUMABLES MANAGEMENT AGENCY (BODMA),23010114,PURCHASE OF COMPUTER PRINTERS,70711,PHARMACEUTICAL PRODUCTS,20822100,MAIDUGURI METRO,04010325000402,Health sector coordination mechanisms
Procurement Of 2Nos. Of Sharp MD200 Brand Photocopying Machines For The Drug Agency,0.0,5315000.0,5315000.0,0.0,1160000.0,0.0,0.0,224,0.34804,0.36601,052100900100,BORNO STATE DRUGS AND MEDICAL CONSUMABLES MANAGEMENT AGENCY (BODMA),23010115,PURCHASE OF PHOTOCOPYING MACHINES,70711,PHARMACEUTICAL PRODUCTS,20822100,MAIDUGURI METRO,04010325000502,Health sector coordination mechanisms
Procurement Of 2Nos. Of Sharp Scanners Brand Photocopying Machines For The Drug Agency,0.0,1160000.0,1160000.0,0.0,1160000.0,0.0,0.0,224,0.35621,0.37418,052100900100,BORNO STATE DRUGS AND MEDICAL CONSUMABLES MANAGEMENT AGENCY (BODMA),23010118,PURCHASE OF SCANNERS,70711,PHARMACEUTICAL PRODUCTS,20822100,MAIDUGURI METRO,04010325000602,Health sector coordination mechanisms
Purchase Of 1 No of Power Generating Set (30Kva) For The Drug Agency,0.0,6326000.0,6326000.0,0.0,10000000.0,0.0,0.0,224,0.36356,0.38154,052100900100,BORNO STATE DRUGS AND MEDICAL CONSUMABLES MANAGEMENT AGENCY (BODMA),23010119,PURCHASE OF POWER GENERATING SET,70711,PHARMACEUTICAL PRODUCTS,20822100,MAIDUGURI METRO,04010325000702,Health sector coordination mechanisms
Construction Of Ict centres within the Agency,0.0,12652000.0,12652000.0,0.0,25000000.0,0.0,0.0,224,0.37173,0.38971,052100900100,BORNO STATE DRUGS AND MEDICAL CONSUMABLES MANAGEMENT AGENCY (BODMA),23020127,CONSTRUCTION OF ICT INFRASTRUCTURES,70711,PHARMACEUTICAL PRODUCTS,20822100,MAIDUGURI METRO,04010325000802,Health sector coordination mechanisms
Monitoring And Evaluation is to evaluation the level of perfomance projects across the state,0.0,30000000.0,30000000.0,0.0,20000000.0,0.0,0.0,224,0.3799,0.39788,052100900100,BORNO STATE DRUGS AND MEDICAL CONSUMABLES MANAGEMENT AGENCY (BODMA),23050103,MONITORING AND EVALUATION,70711,PHARMACEUTICAL PRODUCTS,20842800,State wide,04010325000902,Health sector coordination mechanisms
Acquisition Of 2 plots of Land For The Drug Agency,0.0,0.0,0.0,0.0,20090000.0,0.0,0.0,224,0.38807,0.40605,052100900100,BORNO STATE DRUGS AND MEDICAL CONSUMABLES MANAGEMENT AGENCY (BODMA),23010101,PURCHASE / ACQUISITION OF LAND,70711,PHARMACEUTICAL PRODUCTS,20822100,MAIDUGURI METRO,04010326002502,Health sector coordination mechanisms
Purchase Of 2 Shredding Machines For The Drug Agency,0.0,0.0,0.0,0.0,1160000.0,0.0,0.0,224,0.39624,0.41422,052100900100,BORNO STATE DRUGS AND MEDICAL CONSUMABLES MANAGEMENT AGENCY (BODMA),23010117,PURCHASE OF SHREDDING MACHINES,70711,PHARMACEUTICAL PRODUCTS,20822100,MAIDUGURI METRO,04010326002602,Health sector coordination mechanisms
"Purchase Of Diagnostic, Surgical Instruments And Other Medical Equipment For The Drug Agency",0.0,0.0,0.0,0.0,20000000.0,0.0,0.0,224,0.40441,0.42239,052100900100,BORNO STATE DRUGS AND MEDICAL CONSUMABLES MANAGEMENT AGENCY (BODMA),23010122,PURCHASE OF HEALTH / MEDICAL EQUIPMENT,70711,PHARMACEUTICAL PRODUCTS,20822100,MAIDUGURI METRO,04010326002702,Health sector coordination mechanisms
