project,amt_2025_approved,amt_2025_revised,amt_2025_perf,amt_2026_approved,amt_2026_tag_nutrition,source_page,page_y_top,page_y_bottom,mda_code,mda_name,economic_code,economic_name,function_code,function_name,location_code,location_name,program_code,program_name
Purchase of 50 Nos. of Motor Cycles for the 20 LGC of the State,75000000.0,75000000.0,0.0,40000000.0,0.0,330,0.49973,0.51821,012400100100,MINISTRY OF SECURITY AND INTERNAL AFFAIRS,23010104,PURCHASE MOTOR CYCLES,70361,PUBLIC ORDER AND SAFETY N.E.C.,20542400,STATE WIDE,13100123013100,Reform of Government and Governance - General
Purchase of 3 nos. of Executive Cushsion and 5 nos. of Executive Tables for the Principal Officers,20000000.0,40000000.0,51710000.0,5000000.0,0.0,330,0.51065,0.52913,012400100100,MINISTRY OF SECURITY AND INTERNAL AFFAIRS,23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,70361,PUBLIC ORDER AND SAFETY N.E.C.,20530200,BAUCHI,13100123013200,Reform of Government and Governance - General
Purchase of Office 20 nos. of Tables and 20 nos. of Chairs for the Officers of Ministry of Security and Internal Affairs,10000000.0,10000000.0,20000000.0,5000000.0,0.0,330,0.52073,0.53921,012400100100,MINISTRY OF SECURITY AND INTERNAL AFFAIRS,23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,70361,PUBLIC ORDER AND SAFETY N.E.C.,20530200,BAUCHI,13100123013300,Reform of Government and Governance - General
Purchase of 7nos. Of Hp Laptops Computers for the Staff.,2500000.0,12500000.0,13420000.0,0.0,0.0,330,0.53165,0.55012,012400100100,MINISTRY OF SECURITY AND INTERNAL AFFAIRS,23010113,PURCHASE OF COMPUTERS,70361,PUBLIC ORDER AND SAFETY N.E.C.,20530200,BAUCHI,13100123013400,Reform of Government and Governance - General
Purchase of 4nos. Of Hp Desktop for the Staff.,5400000.0,5400000.0,0.0,0.0,0.0,330,0.54257,0.56104,012400100100,MINISTRY OF SECURITY AND INTERNAL AFFAIRS,23010113,PURCHASE OF COMPUTERS,70361,PUBLIC ORDER AND SAFETY N.E.C.,20530200,BAUCHI,13100123013500,Reform of Government and Governance - General
Purchase of 5nos. Of Hp Computer Printers.,200000.0,200000.0,0.0,0.0,0.0,330,0.55264,0.57112,012400100100,MINISTRY OF SECURITY AND INTERNAL AFFAIRS,23010114,PURCHASE OF COMPUTER PRINTERS,70361,PUBLIC ORDER AND SAFETY N.E.C.,20530200,BAUCHI,13100123013600,Reform of Government and Governance - General
Purchase of 3Nos. Of Sharp Photo Copying Machines.,500000.0,500000.0,0.0,0.0,0.0,330,0.56356,0.58204,012400100100,MINISTRY OF SECURITY AND INTERNAL AFFAIRS,23010115,PURCHASE OF PHOTOCOPYING MACHINES,70361,PUBLIC ORDER AND SAFETY N.E.C.,20530200,BAUCHI,13100123013700,Reform of Government and Governance - General
Purchase of 2 Nos. of Shredding Machines.,2000000.0,2000000.0,0.0,0.0,0.0,330,0.57448,0.59296,012400100100,MINISTRY OF SECURITY AND INTERNAL AFFAIRS,23010117,PURCHASE OF SHREDDING MACHINES,70361,PUBLIC ORDER AND SAFETY N.E.C.,20530200,BAUCHI,13100123013800,Reform of Government and Governance - General
Purchase of 2 Nos. of Scanners Machines.,150000000.0,150000000.0,0.0,0.0,0.0,330,0.5854,0.60388,012400100100,MINISTRY OF SECURITY AND INTERNAL AFFAIRS,23010118,PURCHASE OF SCANNERS,70361,PUBLIC ORDER AND SAFETY N.E.C.,20530200,BAUCHI,13100123013900,Reform of Government and Governance - General
Purchase of 1 Nos. KVA Generator Sets.,7500000.0,7500000.0,0.0,150000.0,0.0,330,0.59548,0.61396,012400100100,MINISTRY OF SECURITY AND INTERNAL AFFAIRS,23010119,PURCHASE OF POWER GENERATING SET,70361,PUBLIC ORDER AND SAFETY N.E.C.,20530200,BAUCHI,13100123014000,Reform of Government and Governance - General
Rehabilitation and Repairs of office Complex of the Ministry of Internal Security & Home Affairs (Former Deputy Governor's Office),125900000.0,125900000.0,88445826.0,0.0,0.0,330,0.6064,0.62487,012400100100,MINISTRY OF SECURITY AND INTERNAL AFFAIRS,23030121,REHABILITATION / REPAIRS OF OFFICE BUILDINGS,70361,PUBLIC ORDER AND SAFETY N.E.C.,20530200,BAUCHI,13100123014100,Reform of Government and Governance - General
Purchase of Security Dictector Equipment.,250000000.0,250000000.0,0.0,100000000.0,0.0,330,0.61732,0.63579,012400100100,MINISTRY OF SECURITY AND INTERNAL AFFAIRS,23010128,PURCHASE OF SECURITY EQUIPMENT,70361,PUBLIC ORDER AND SAFETY N.E.C.,20530200,BAUCHI,13100123014200,Reform of Government and Governance - General
Purchase of Office 50 nos. of Tables and 50 nos. of Chairs for Security Personnel in the State,0.0,0.0,0.0,73350000.0,0.0,330,0.62823,0.64671,012400100100,MINISTRY OF SECURITY AND INTERNAL AFFAIRS,23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,70361,PUBLIC ORDER AND SAFETY N.E.C.,20530200,BAUCHI,13100126000400,Reform of Government and Governance - General
"Construction of Security Out Post at Gwana, Alkaleri LGA",0.0,0.0,0.0,500000000.0,0.0,330,0.63831,0.65679,012400100100,MINISTRY OF SECURITY AND INTERNAL AFFAIRS,23020101,CONSTRUCTION / PROVISION OF OFFICE BUILDINGS,70361,PUBLIC ORDER AND SAFETY N.E.C.,20530200,BAUCHI,13100126000500,Reform of Government and Governance - General
Purchase of Security Tracking Device,0.0,0.0,0.0,1700000000.0,0.0,330,0.64923,0.66771,012400100100,MINISTRY OF SECURITY AND INTERNAL AFFAIRS,23010128,PURCHASE OF SECURITY EQUIPMENT,70361,PUBLIC ORDER AND SAFETY N.E.C.,20542400,STATE WIDE,13100126000600,Reform of Government and Governance - General
Purchase of Two (2) Hilux,70000000.0,70000000.0,0.0,0.0,0.0,330,0.70298,0.72146,012400200100,BAUCHI STATE VIGILANTE AND YOUTH EMPOWERMENT AGENCY,23010108,PURCHASE OF BUSES,70361,PUBLIC ORDER AND SAFETY N.E.C.,20530200,BAUCHI,13100123014300,Reform of Government and Governance - General
Purchase of Executive Cussion for the Principal Officers,10000000.0,10000000.0,0.0,20000000.0,0.0,330,0.71306,0.73154,012400200100,BAUCHI STATE VIGILANTE AND YOUTH EMPOWERMENT AGENCY,23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,70361,PUBLIC ORDER AND SAFETY N.E.C.,20530200,BAUCHI,13100123014400,Reform of Government and Governance - General
Purchase of Office Tables for the Principal Officers,5000000.0,5000000.0,0.0,10000000.0,0.0,330,0.72398,0.74246,012400200100,BAUCHI STATE VIGILANTE AND YOUTH EMPOWERMENT AGENCY,23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,70361,PUBLIC ORDER AND SAFETY N.E.C.,20530200,BAUCHI,13100123014500,Reform of Government and Governance - General
Purchase of 3nos. Of Hp Laptops Computers for the Staff.,2000000.0,2000000.0,0.0,0.0,0.0,330,0.7349,0.75338,012400200100,BAUCHI STATE VIGILANTE AND YOUTH EMPOWERMENT AGENCY,23010113,PURCHASE OF COMPUTERS,70361,PUBLIC ORDER AND SAFETY N.E.C.,20530200,BAUCHI,13100123014600,Reform of Government and Governance - General
Purchase of 6nos. Of Hp Desktop for the Staff.,3000000.0,3000000.0,0.0,0.0,0.0,330,0.74498,0.76345,012400200100,BAUCHI STATE VIGILANTE AND YOUTH EMPOWERMENT AGENCY,23010113,PURCHASE OF COMPUTERS,70361,PUBLIC ORDER AND SAFETY N.E.C.,20530200,BAUCHI,13100123014700,Reform of Government and Governance - General
Purchase of 5nos. Of Hp Computer Printers.,2000000.0,2000000.0,0.0,0.0,0.0,330,0.7559,0.77437,012400200100,BAUCHI STATE VIGILANTE AND YOUTH EMPOWERMENT AGENCY,23010114,PURCHASE OF COMPUTER PRINTERS,70361,PUBLIC ORDER AND SAFETY N.E.C.,20530200,BAUCHI,13100123014800,Reform of Government and Governance - General
Purchase of 3Nos. Of Sharp Photo Copying Machines.,2000000.0,2000000.0,0.0,0.0,0.0,330,0.76681,0.78529,012400200100,BAUCHI STATE VIGILANTE AND YOUTH EMPOWERMENT AGENCY,23010115,PURCHASE OF PHOTOCOPYING MACHINES,70361,PUBLIC ORDER AND SAFETY N.E.C.,20530200,BAUCHI,13100123014900,Reform of Government and Governance - General
Purchase of 2 Nos. of Shredding Machines.,200000.0,200000.0,0.0,0.0,0.0,330,0.77773,0.79621,012400200100,BAUCHI STATE VIGILANTE AND YOUTH EMPOWERMENT AGENCY,23010117,PURCHASE OF SHREDDING MACHINES,70361,PUBLIC ORDER AND SAFETY N.E.C.,20530200,BAUCHI,13100123015000,Reform of Government and Governance - General
Purchase of 2 Nos. of Scanners Machines.,500000.0,500000.0,0.0,0.0,0.0,330,0.78781,0.80629,012400200100,BAUCHI STATE VIGILANTE AND YOUTH EMPOWERMENT AGENCY,23010118,PURCHASE OF SCANNERS,70361,PUBLIC ORDER AND SAFETY N.E.C.,20530200,BAUCHI,13100123015100,Reform of Government and Governance - General
Purchase of 1 Nos. KVA Generator Sets.,2000000.0,2000000.0,0.0,10000000.0,0.0,330,0.79873,0.81721,012400200100,BAUCHI STATE VIGILANTE AND YOUTH EMPOWERMENT AGENCY,23010119,PURCHASE OF POWER GENERATING SET,70361,PUBLIC ORDER AND SAFETY N.E.C.,20530200,BAUCHI,13100123015200,Reform of Government and Governance - General
Purchase of Security Survellance Equipment for Vigilante,10000000.0,10000000.0,0.0,350000000.0,0.0,330,0.80965,0.82813,012400200100,BAUCHI STATE VIGILANTE AND YOUTH EMPOWERMENT AGENCY,23010128,PURCHASE OF SECURITY EQUIPMENT,70361,PUBLIC ORDER AND SAFETY N.E.C.,20542400,STATE WIDE,13100123015300,Reform of Government and Governance - General
Purchase and Supply of 100 units of Skills Acquisition Equipment for Youth Empowerment across the Sta,250000000.0,250000000.0,0.0,0.0,0.0,330,0.82057,0.83904,012400200100,BAUCHI STATE VIGILANTE AND YOUTH EMPOWERMENT AGENCY,23010129,PURCHASE OF INDUSTRIAL EQUIPMENT 70361 - PUBLIC ORDER AND SAFETY N.E.C.,,te.,20542400,STATE WIDE,13100123015400,Reform of Government and Governance - General
Construction of Armoury for Vigilante,0.0,0.0,0.0,350000000.0,0.0,330,0.83065,0.84912,012400200100,BAUCHI STATE VIGILANTE AND YOUTH EMPOWERMENT AGENCY,23010118,PURCHASE OF SCANNERS,70361,PUBLIC ORDER AND SAFETY N.E.C.,20542400,STATE WIDE,13100123015400,Reform of Government and Governance - General
Purchase of Zoonotic Consumables for Animal Insimination Purpose Across the State,90000000.0,160000000.0,153518000.0,0.0,0.0,330,0.8844,0.90288,021500100100,MINISTRY OF AGRICULTURE,23010127,PURCHASE OF AGRICULTURAL EQUIPMENT,70421,AGRICULTURE,20542400,STATE WIDE,01020523000100,Animal health and livestock diseases management
Renovation and Construction of New Abbatoir in the Major Towns of the 3 Senatorial Districts of the State,200000000.0,200000000.0,0.0,0.0,0.0,330,0.89532,0.91379,021500100100,MINISTRY OF AGRICULTURE,23030112,REHABILITATION / REPAIRS - AGRICICULTURAL FACILITIES,70421,AGRICULTURE,20530200,BAUCHI,01020223000200,Meat processing and marketing
Purchase of 10 N0s. Motorcycles for Monitoring and survellance.,10000000.0,10000000.0,0.0,0.0,0.0,331,0.09323,0.1117,021500100100,MINISTRY OF AGRICULTURE,23010104,PURCHASE MOTOR CYCLES,70421,AGRICULTURE,20542400,STATE WIDE,01010223000300,Agriculture sector coordination mechanisms
Renovation of Modern indoor fish hatchery at Gubi at Bauchi,10000000.0,10000000.0,0.0,0.0,0.0,331,0.10415,0.12262,021500100100,MINISTRY OF AGRICULTURE,23030112,REHABILITATION / REPAIRS - AGRICICULTURAL FACILITIES,70421,AGRICULTURE,20530200,BAUCHI,01050323000400,Fish processing and post-harvest management
Renovation of 3 Veterinary clinics in the 3 Senatorial Zones of the State,60000000.0,60000000.0,20000000.0,0.0,0.0,331,0.11506,0.13354,021500100100,MINISTRY OF AGRICULTURE,23010127,PURCHASE OF AGRICULTURAL EQUIPMENT,70421,AGRICULTURE,20542400,STATE WIDE,01020523000500,Animal health and livestock diseases management
Renovation and Stocking of 2 Government earthing Ponds at Gubi in Bauchi LGA,100000000.0,100000000.0,0.0,0.0,0.0,331,0.12598,0.14446,021500100100,MINISTRY OF AGRICULTURE,23030112,REHABILITATION / REPAIRS - AGRICICULTURAL FACILITIES,70421,AGRICULTURE,20530200,BAUCHI,01030223000600,"Intensive crop and vegetable production (irrigation, crop diversification etc.)"
Purchase and supply of 100 Nos. of Tractors for Farming to farmers in Bauchi State,500000000.0,500000000.0,0.0,4000000000.0,0.0,331,0.13606,0.15454,021500100100,MINISTRY OF AGRICULTURE,23010127,PURCHASE OF AGRICULTURAL EQUIPMENT,70421,AGRICULTURE,20542400,STATE WIDE,01040123000700,Modern technology for post-harvest storage and value addition
Purchase of 50 nos of Mini Tractors and other Farm Implements for Distribution to Farmers,500000000.0,500000000.0,0.0,1000000000.0,0.0,331,0.14698,0.16546,021500100100,MINISTRY OF AGRICULTURE,23010127,PURCHASE OF AGRICULTURAL EQUIPMENT,70421,AGRICULTURE,20542400,STATE WIDE,01040123000800,Modern technology for post-harvest storage and value addition
Refurbishing of 10 units of assorted tractors for Utilization by Ministry of Agriculture,10000000.0,10000000.0,0.0,10000000.0,0.0,331,0.1579,0.17638,021500100100,MINISTRY OF AGRICULTURE,23010127,PURCHASE OF AGRICULTURAL EQUIPMENT,70421,AGRICULTURE,20542400,STATE WIDE,01040123000900,Modern technology for post-harvest storage and value addition
Purchase of Agricultural Equipment for Pest control for use by Farmers in Bauchi State.,100000000.0,100000000.0,0.0,100000000.0,0.0,331,0.16798,0.18645,021500100100,MINISTRY OF AGRICULTURE,23010127,PURCHASE OF AGRICULTURAL EQUIPMENT,70421,AGRICULTURE,20542400,STATE WIDE,01030323001000,"Farm inputs supply and service delivery system (improved seeds, fertilizer, agro-chemicals etc.)"
Purchase of 100 Nos Vaccine Carriers and Vaccines Animal Drugs for Annual Vaccination programmes Across the State.,40000000.0,40000000.0,0.0,0.0,0.0,331,0.1789,0.19737,021500100100,MINISTRY OF AGRICULTURE,23010127,PURCHASE OF AGRICULTURAL EQUIPMENT,70421,AGRICULTURE,20542400,STATE WIDE,01020523001100,Animal health and livestock diseases management
Purchase of 2 Nos. of Trucks of Animal Feeds for Livestock Development in the State,20000000.0,20000000.0,0.0,0.0,0.0,331,0.18981,0.20829,021500100100,MINISTRY OF AGRICULTURE,23010127,PURCHASE OF AGRICULTURAL EQUIPMENT,70421,AGRICULTURE,20542400,STATE WIDE,01020623001200,Livestock feeds development
Establishment of Grazing reserves Across the State under livestock productivity and resilience Support Project (L-Press),100000000.0,1500000000.0,1100785125.0,0.0,0.0,331,0.20073,0.21921,021500100100,MINISTRY OF AGRICULTURE,23020113,CONSTRUCTION / PROVISION OF AGRICULTURAL FACILITIES,70421,AGRICULTURE,20542400,STATE WIDE,01020623001400,Livestock feeds development
Establishment of Livestock service centers Across the State under livestock productivity and resilience Support Project (L-Press),50000000.0,100000000.0,823269535.56,0.0,0.0,331,0.21081,0.22929,021500100100,MINISTRY OF AGRICULTURE,23020113,CONSTRUCTION / PROVISION OF AGRICULTURAL FACILITIES,70421,AGRICULTURE,20542400,STATE WIDE,01020323001500,"Poultry, pig, and micro livestock production"
Establishment of Value Chain Enhancement Project Centres Across the 3 Senatorial Districts of the State,50000000.0,450000000.0,0.0,0.0,0.0,331,0.22173,0.24021,021500100100,MINISTRY OF AGRICULTURE,23020113,CONSTRUCTION / PROVISION OF AGRICULTURAL FACILITIES,70421,AGRICULTURE,20542400,STATE WIDE,01030123001600,Crop value chains and food systems promotion (food and cash crops of state’s comparative advantage)
Redemacartion and Maintainance of Existing Stock route in the 20 local Govt Areas.,100000000.0,50000000.0,0.0,0.0,0.0,331,0.23265,0.25113,021500100100,MINISTRY OF AGRICULTURE,23020113,CONSTRUCTION / PROVISION OF AGRICULTURAL FACILITIES,70421,AGRICULTURE,20542400,STATE WIDE,01070123001700,"Integrated rural development (agricultural land development, farm mechanization, & rural infrastructures"
Development of 3 nos. Grazing Reserves in the 3 Senatorial Zones of the State,60000000.0,100000000.0,0.0,0.0,0.0,331,0.24273,0.2612,021500100100,MINISTRY OF AGRICULTURE,23020113,CONSTRUCTION / PROVISION OF AGRICULTURAL FACILITIES,70421,AGRICULTURE,20542400,STATE WIDE,01020623001800,Livestock feeds development
Repairs and Refurbishing of Bauchi Meat Product Company (Dan Dango Ward) at Bauchi LGA,50000000.0,60000000.0,0.0,0.0,0.0,331,0.25365,0.27212,021500100100,MINISTRY OF AGRICULTURE,23020118,CONSTRUCTION / PROVISION OF INFRASTRUCTURE,70421,AGRICULTURE,20530200,BAUCHI,01100123001900,Agriculture Programme Not Elsewhere Classified
Provision of Starter Packs Agricultural Enterprenuers,0.0,50000000.0,0.0,1000000000.0,0.0,331,0.26456,0.28304,021500100100,MINISTRY OF AGRICULTURE,23010127,PURCHASE OF AGRICULTURAL EQUIPMENT,70421,AGRICULTURE,20542400,STATE WIDE,01100123002000,Agriculture Programme Not Elsewhere Classified
Livestock Productivity and Resilient project L-press Counterpart Funding for the Improvement of Agriculture Inputs and Output in the Agriculture Sector,50000000.0,50000000.0,0.0,0.0,0.0,331,0.27548,0.29396,021500100100,MINISTRY OF AGRICULTURE,23020118,CONSTRUCTION / PROVISION OF INFRASTRUCTURE,70421,AGRICULTURE,20542400,STATE WIDE,01020623002100,Livestock feeds development
Refurbishing of Bauchi Fertilizer Company and Soil Fertility Testing,20000000.0,20000000.0,9476000.0,2000000000.0,0.0,331,0.28556,0.30404,021500100100,MINISTRY OF AGRICULTURE,23030112,REHABILITATION / REPAIRS - AGRICICULTURAL FACILITIES,70421,AGRICULTURE,20542400,STATE WIDE,01030323002200,"Farm inputs supply and service delivery system (improved seeds, fertilizer, agro-chemicals etc.)"
Construction and Provision of 1 Nos of Vettiinary Hospitals at Bauchi,50000000.0,50000000.0,0.0,0.0,0.0,331,0.29648,0.31496,021500100100,MINISTRY OF AGRICULTURE,23020106,CONSTRUCTION / PROVISION OF HOSPITALS / HEALTH CENTRES,70421,AGRICULTURE,20530200,BAUCHI,01020523002300,Animal health and livestock diseases management
Rehab. and upgrading of 3 Farm service centres 1 in each senatorial Zone,30000000.0,30000000.0,0.0,210000000.0,0.0,331,0.3074,0.32588,021500100100,MINISTRY OF AGRICULTURE,23030112,REHABILITATION / REPAIRS - AGRICICULTURAL FACILITIES,70421,AGRICULTURE,20542400,STATE WIDE,01070123002400,"Integrated rural development (agricultural land development, farm mechanization, & rural infrastructures"
Renovation of 2 Existing Silos in the State,200000000.0,200000000.0,100000000.0,360000000.0,0.0,331,0.31832,0.33679,021500100100,MINISTRY OF AGRICULTURE,23030112,REHABILITATION / REPAIRS - AGRICICULTURAL FACILITIES,70421,AGRICULTURE,20542400,STATE WIDE,01070123002500,"Integrated rural development (agricultural land development, farm mechanization, & rural infrastructures"
Renovations and Repairs of Existing Bauchi Fertilizer Company in Bauchi LGA,50000000.0,50000000.0,0.0,0.0,0.0,331,0.32839,0.34687,021500100100,MINISTRY OF AGRICULTURE,23030112,REHABILITATION / REPAIRS - AGRICICULTURAL FACILITIES,70421,AGRICULTURE,20530200,BAUCHI,01070123002600,"Integrated rural development (agricultural land development, farm mechanization, & rural infrastructures"
FAWOYDI/ACTION AID Stakeholders Collaboration with the Bauchi State Ministry of Agriculturefor the Supply for Agriculture Inputs,5000000.0,5000000.0,0.0,15000000.0,15000000.0,331,0.33931,0.35779,021500100100,MINISTRY OF AGRICULTURE,23050101,RESEARCH AND DEVELOPMENT,70421,AGRICULTURE,20542400,STATE WIDE,01030323002700,"Farm inputs supply and service delivery system (improved seeds, fertilizer, agro-chemicals etc.)"
Renovation and repairs of Groundnut Production (Tiny Oil) company in Bauchi,30000000.0,30000000.0,0.0,10000000.0,10000000.0,331,0.35023,0.36871,021500100100,MINISTRY OF AGRICULTURE,23030112,REHABILITATION / REPAIRS - AGRICICULTURAL FACILITIES,70421,AGRICULTURE,20530200,BAUCHI,01030123002800,Crop value chains and food systems promotion (food and cash crops of state’s comparative advantage)
Engagement of Professionals in the Development of Priority Value Chains Assessment in Bauchi State,20000000.0,20000000.0,3980000.0,500000000.0,0.0,331,0.36031,0.37879,021500100100,MINISTRY OF AGRICULTURE,23020113,CONSTRUCTION / PROVISION OF AGRICULTURAL FACILITIES,70421,AGRICULTURE,20542400,STATE WIDE,01070423002900,"Adaptive research, unified and all-inclusive extension services delivery"
Exploring new methods to improve Agriculture yield through Research and Development.,10000000.0,10000000.0,0.0,50000000.0,0.0,331,0.37123,0.38971,021500100100,MINISTRY OF AGRICULTURE,23050101,RESEARCH AND DEVELOPMENT,70421,AGRICULTURE,20542400,STATE WIDE,01070423003000,"Adaptive research, unified and all-inclusive extension services delivery"
